"","SICto","SICfrom","value"
"4448","69.1","29",27.56816636
"4449","69.2","29",51.33212981
"4450","70","29",367.7542457
"4451","71","29",139.1056832
"4452","72","29",14.87960989
"4453","73","29",102.219517
"4454","74","29",21.54872444
"4456","77","29",138.8354685
"4457","78","29",92.03530243
"4458","79","29",72.17705438
"4460","81","29",19.31465272
"4461","82","29",34.19425001
"4462","84","29",40.24129626
"4463","85","29",37.42587747
"4464","86","29",3.683191347
"4470","94","29",7.396218442
"4472","96","29",0.180019372
"4481","10.2-3","30.1",1.98096024
"4483","10.5","30.1",1.965758187
"4491","13","30.1",1.856482409
"4493","15","30.1",0.394202014
"4494","16","30.1",59.85629357
"4495","17","30.1",4.091457709
"4496","18","30.1",2.002906745
"4497","19","30.1",4.417226676
"4499","20B","30.1",8.702955902
"4501","20.3","30.1",26.61658785
"4505","22","30.1",89.90879702
"4506","23OTHER","30.1",11.82599637
"4508","24.1-3","30.1",35.26499287
"4509","24.4-5","30.1",5.484001743
"4510","25OTHER","30.1",160.9913852
"4512","26","30.1",7.884091448
"4513","27","30.1",23.17418345
"4514","28","30.1",6.269169908
"4515","29","30.1",1.54638556
"4516","30.1","30.1",2.893002717
"4517","30.3","30.1",0.836296909
"4519","31","30.1",6.205754672
"4520","32","30.1",17.60243053
"4521","33.15","30.1",90.56486193
"4522","33.16","30.1",2.918573586
"4523","33OTHER","30.1",113.5644577
"4524","35.1","30.1",115.8753879
"4525","35.2-3","30.1",41.83380825
"4526","36","30.1",4.056423235
"4527","37","30.1",1.981383871
"4528","38","30.1",4.924835317
"4530","41-43","30.1",36.79834494
"4531","45","30.1",24.27462681
"4532","46","30.1",112.5606663
"4534","49.1-2","30.1",1.222372712
"4535","49.3-5","30.1",5.131605136
"4536","50","30.1",0.985038167
"4538","52","30.1",6.076157253
"4539","53","30.1",2.118424624
"4541","56","30.1",0.964655266
"4542","58","30.1",1.356492544
"4544","61","30.1",3.48461826
"4545","62","30.1",34.51939606
"4546","63","30.1",4.492119958
"4547","64","30.1",38.02232249
"4548","65.1-3","30.1",3.934530294
"4549","66","30.1",2.966033196
"4550","68.1-2","30.1",4.6781349
"4552","69.1","30.1",4.163474205
"4553","69.2","30.1",7.214419302
"4554","70","30.1",4.662260276
"4555","71","30.1",15.56807869
"4556","72","30.1",4.270092294
"4557","73","30.1",7.675130986
"4558","74","30.1",3.201347528
"4560","77","30.1",24.78977556
"4561","78","30.1",14.74174753
"4562","79","30.1",0.23834928
"4564","81","30.1",2.269521318
"4565","82","30.1",4.147409187
"4566","84","30.1",4.203267013
"4567","85","30.1",2.171961317
"4568","86","30.1",1.951777996
"4574","94","30.1",1.986813425
"4582","8","30.3",0.122343209
"4584","10.1","30.3",3.452107988
"4585","10.2-3","30.3",6.834388304
"4587","10.5","30.3",5.969551252
"4589","10.7","30.3",2.559220906
"4595","13","30.3",0.347231002
"4597","15","30.3",22.11893985
"4598","16","30.3",8.12678751
"4599","17","30.3",14.20697565
"4600","18","30.3",9.395893383
"4601","19","30.3",13.92918783
"4602","20A","30.3",0.888807765
"4603","20B","30.3",23.51578205
"4604","20C","30.3",3.431074912
"4605","20.3","30.3",14.78904435
"4609","22","30.3",2.238597866
"4610","23OTHER","30.3",3.793739446
"4611","23.5-6","30.3",0.129732655
"4612","24.1-3","30.3",11.17608453
"4613","24.4-5","30.3",90.73910501
"4614","25OTHER","30.3",201.659738
"4616","26","30.3",20.30312526
"4617","27","30.3",31.73015643
"4618","28","30.3",168.2044524
"4619","29","30.3",3.62698898
"4621","30.3","30.3",321.9948507
"4623","31","30.3",5.723369255
"4624","32","30.3",24.49683614
"4626","33.16","30.3",1269.321826
"4627","33OTHER","30.3",278.5229807
"4628","35.1","30.3",125.5516265
"4629","35.2-3","30.3",36.04597458
"4630","36","30.3",6.092401002
"4631","37","30.3",4.281063628
"4632","38","30.3",1.788008206
"4634","41-43","30.3",172.1863063
"4635","45","30.3",24.32605631
"4636","46","30.3",479.6141114
"4638","49.1-2","30.3",1.724813875
"4639","49.3-5","30.3",7.741804591
"4640","50","30.3",2.577659198
"4641","51","30.3",2.548979425
"4642","52","30.3",53.69912664
"4643","53","30.3",23.91764032
"4644","55","30.3",0.851301417
"4645","56","30.3",10.29874208
"4646","58","30.3",23.04595604
"4648","61","30.3",17.23263512
"4649","62","30.3",475.724882
"4650","63","30.3",39.98296071
"4651","64","30.3",485.2943189
"4652","65.1-3","30.3",10.32029192
"4653","66","30.3",8.586783311
"4654","68.1-2","30.3",25.67200037
"4656","69.1","30.3",38.36502377
"4657","69.2","30.3",68.23102303
"4658","70","30.3",18.96077852
"4659","71","30.3",510.4124394
"4660","72","30.3",37.49078533
"4661","73","30.3",43.69914562
"4662","74","30.3",19.58709398
"4664","77","30.3",47.38572168
"4665","78","30.3",31.04572735
"4666","79","30.3",48.52500117
"4668","81","30.3",9.417747814
"4669","82","30.3",15.36636593
"4670","84","30.3",23.12583617
"4671","85","30.3",39.19955797
"4672","86","30.3",3.411319057
"4677","93","30.3",1.702860214
"4678","94","30.3",6.829857834
"4680","96","30.3",11.07279545
"4689","10.2-3","30OTHER",0.80071455
"4691","10.5","30OTHER",0.758437644
"4699","13","30OTHER",0.102836523
"4702","16","30OTHER",0.440469559
"4703","17","30OTHER",4.187458985
"4704","18","30OTHER",0.882137577
"4705","19","30OTHER",6.805123001
"4707","20B","30OTHER",2.006383254
"4709","20.3","30OTHER",12.52708328
"4713","22","30OTHER",17.62372648
"4714","23OTHER","30OTHER",0.450939215
"4715","23.5-6","30OTHER",0.108158967
"4716","24.1-3","30OTHER",52.73827394
"4717","24.4-5","30OTHER",23.13677282
"4718","25OTHER","30OTHER",79.87333126
"4719","25.4","30OTHER",7.120222969
"4720","26","30OTHER",25.13275541
"4721","27","30OTHER",33.01283249
"4722","28","30OTHER",18.14236768
"4723","29","30OTHER",13.47916333
"4725","30.3","30OTHER",0.198418539
"4726","30OTHER","30OTHER",76.06171912
"4727","31","30OTHER",4.682568956
"4728","32","30OTHER",10.48586807
"4730","33.16","30OTHER",0.600882797
"4731","33OTHER","30OTHER",422.8643585
"4732","35.1","30OTHER",20.68024617
"4733","35.2-3","30OTHER",12.86910647
"4734","36","30OTHER",1.450735134
"4736","38","30OTHER",0.841984846
"4738","41-43","30OTHER",15.2478903
"4739","45","30OTHER",110.0472121
"4740","46","30OTHER",40.06531417
"4742","49.1-2","30OTHER",2.179231139
"4743","49.3-5","30OTHER",11.17519673
"4744","50","30OTHER",1.550116518
"4745","51","30OTHER",0.714023108
"4746","52","30OTHER",5.830241314
"4747","53","30OTHER",1.543763455
"4749","56","30OTHER",0.802208497
"4750","58","30OTHER",4.696927805
"4752","61","30OTHER",4.178677733
"4753","62","30OTHER",28.46251545
"4754","63","30OTHER",2.325706091
"4755","64","30OTHER",73.26081549
"4756","65.1-3","30OTHER",1.603430351
"4757","66","30OTHER",6.103549108
"4758","68.1-2","30OTHER",6.168219743
"4760","69.1","30OTHER",3.397850362
"4761","69.2","30OTHER",3.944847333
"4762","70","30OTHER",4.333791698
"4763","71","30OTHER",9.977203298
"4764","72","30OTHER",2.600886104
"4765","73","30OTHER",9.461371638
"4766","74","30OTHER",3.339679334
"4768","77","30OTHER",25.20047247
"4769","78","30OTHER",59.57156407
"4770","79","30OTHER",1.274834374
"4772","81","30OTHER",4.13234655
"4773","82","30OTHER",1.130514699
"4774","84","30OTHER",3.793743071
"4775","85","30OTHER",1.939468674
"4781","93","30OTHER",2.849827844
"4782","94","30OTHER",0.799149308
"4784","96","30OTHER",1.550278584
"4785","1","31",0.108728943
"4786","2","31",2.032949953
"4792","10.1","31",1.059367319
"4793","10.2-3","31",2.881771691
"4795","10.5","31",1.949610074
"4797","10.7","31",1.946976239
"4798","10.8","31",1.918950823
"4803","13","31",167.9154698
"4805","15","31",30.9617032
"4806","16","31",585.6210962
"4807","17","31",72.10731037
"4808","18","31",3.640917454
"4809","19","31",67.18156272
"4811","20B","31",129.8543084
"4812","20C","31",0.142373607
"4813","20.3","31",41.14565406
"4815","20.5","31",0.984226055
"4817","22","31",163.0605631
"4818","23OTHER","31",2.611009399
"4819","23.5-6","31",0.35044963
"4820","24.1-3","31",297.4530945
"4821","24.4-5","31",62.33745813
"4822","25OTHER","31",127.3542146
"4824","26","31",14.51130384
"4825","27","31",3.403468378
"4826","28","31",39.3204573
"4827","29","31",53.55302619
"4829","30.3","31",9.740788854
"4830","30OTHER","31",0.187968799
"4831","31","31",385.9802841
"4832","32","31",19.1027498
"4834","33.16","31",8.534626593
"4835","33OTHER","31",55.60013335
"4836","35.1","31",65.56978293
"4837","35.2-3","31",18.96643494
"4838","36","31",15.42048866
"4839","37","31",2.765483601
"4840","38","31",8.426104223
"4842","41-43","31",85.27833662
"4843","45","31",72.5955735
"4844","46","31",213.3947475
"4846","49.1-2","31",0.916921167
"4847","49.3-5","31",105.3265629
"4848","50","31",0.961933147
"4850","52","31",10.2879176
"4851","53","31",8.585254268
"4853","56","31",1.028907448
"4854","58","31",5.617886687
"4856","61","31",19.9928975
"4857","62","31",40.23841176
"4858","63","31",4.77549391
"4859","64","31",131.497543
"4860","65.1-3","31",1.36022614
"4861","66","31",3.670169336
"4862","68.1-2","31",20.14683798
"4864","69.1","31",5.734042173
"4865","69.2","31",15.72307161
"4866","70","31",19.20447091
"4867","71","31",33.74204137
"4868","72","31",4.816635867
"4869","73","31",25.12574656
"4870","74","31",0.214825518
"4872","77","31",34.10072911
"4873","78","31",11.66355697
"4874","79","31",8.223311583
"4876","81","31",5.532107535
"4877","82","31",1.068524768
"4878","84","31",10.39219555
"4879","85","31",8.385218302
"4880","86","31",0.946299663
"4886","94","31",2.727814344
"4888","96","31",1.861957282
"4889","1","32",0.387150993
"4890","2","32",1.765871188
"4892","5","32",0.187463902
"4894","8","32",27.94009006
"4896","10.1","32",1.310789398
"4897","10.2-3","32",1.572817729
"4899","10.5","32",1.299933065
"4900","10.6","32",0.839337365
"4901","10.7","32",1.31376925
"4902","10.8","32",3.087332001
"4907","13","32",53.00849721
"4908","14","32",0.130952381
"4909","15","32",1.808552003
"4910","16","32",48.95866528
"4911","17","32",98.97801376
"4912","18","32",40.46485898
"4913","19","32",33.11859403
"4914","20A","32",1.7348994
"4915","20B","32",79.0369216
"4916","20C","32",2.153032746
"4917","20.3","32",29.79687863
"4919","20.5","32",1.111191989
"4920","21","32",2.316946363
"4921","22","32",141.3949503
"4922","23OTHER","32",15.12265758
"4923","23.5-6","32",0.630837402
"4924","24.1-3","32",53.27503596
"4925","24.4-5","32",164.2630221
"4926","25OTHER","32",238.9054213
"4928","26","32",518.4059289
"4929","27","32",204.0351238
"4930","28","32",9.782294526
"4931","29","32",32.64175829
"4933","30.3","32",0.569063037
"4935","31","32",4.286863195
"4936","32","32",247.7245234
"4937","33.15","32",0.219206343
"4938","33.16","32",1.97432919
"4939","33OTHER","32",119.1269286
"4940","35.1","32",73.6886633
"4941","35.2-3","32",39.12904894
"4942","36","32",8.157512592
"4943","37","32",2.11839571
"4944","38","32",4.592491463
"4946","41-43","32",75.24934373
"4947","45","32",62.22233645
"4948","46","32",406.1184798
"4950","49.1-2","32",3.286324318
"4951","49.3-5","32",21.12524125
"4952","50","32",5.073258925
"4954","52","32",15.6327001
"4955","53","32",4.334231819
"4957","56","32",1.993441804
"4958","58","32",12.58458533
"4959","59-60","32",0.598546615
"4960","61","32",17.39778621
"4961","62","32",76.62230243
"4962","63","32",8.322039421
"4963","64","32",239.3193694
"4964","65.1-3","32",7.912815768
"4965","66","32",5.459799203
"4966","68.1-2","32",3.93202322
"4968","69.1","32",14.22159116
"4969","69.2","32",23.10442896
"4970","70","32",29.77358221
"4971","71","32",40.9259794
"4972","72","32",10.72131936
"4973","73","32",53.74823764
"4974","74","32",0.343084431
"4976","77","32",37.87086488
"4977","78","32",10.87946711
"4978","79","32",13.09152347
"4980","81","32",4.31521936
"4981","82","32",1.046754904
"4982","84","32",17.47740324
"4983","85","32",11.05316944
"4984","86","32",1.018174137
"4985","87-88","32",1.360333215
"4987","91","32",0.598546615
"4989","93","32",1.599714479
"4990","94","32",2.055448911
"4991","95","32",0.113061035
"4992","96","32",3.375812481
"5011","13","33.15",0.202771616
"5014","16","33.15",10.53155862
"5015","17","33.15",0.989104673
"5017","19","33.15",2.526755874
"5019","20B","33.15",3.910532753
"5021","20.3","33.15",9.131449337
"5025","22","33.15",12.51217421
"5026","23OTHER","33.15",3.897904536
"5028","24.1-3","33.15",9.761001261
"5029","24.4-5","33.15",5.40569926
"5030","25OTHER","33.15",18.77789466
"5032","26","33.15",12.14114794
"5033","27","33.15",9.24988452
"5034","28","33.15",13.85802816
"5035","29","33.15",2.332001339
"5037","30.3","33.15",0.83019486
"5040","32","33.15",8.832373386
"5041","33.15","33.15",29.88149495
"5042","33.16","33.15",7.26784771
"5043","33OTHER","33.15",28.92672896
"5044","35.1","33.15",15.68146572
"5045","35.2-3","33.15",9.080502513
"5048","38","33.15",0.106679762
"5050","41-43","33.15",6.825282871
"5051","45","33.15",2.921742116
"5052","46","33.15",22.43394839
"5054","49.1-2","33.15",0.761574077
"5055","49.3-5","33.15",0.321829655
"5058","52","33.15",0.277272877
"5059","53","33.15",0.1478201
"5062","58","33.15",0.880526533
"5064","61","33.15",1.013661077
"5065","62","33.15",7.951547814
"5066","63","33.15",1.651433897
"5067","64","33.15",9.278611221
"5068","65.1-3","33.15",0.126029762
"5070","68.1-2","33.15",1.691776133
"5072","69.1","33.15",0.396240109
"5073","69.2","33.15",0.442300821
"5074","70","33.15",1.708866314
"5075","71","33.15",6.242633334
"5076","72","33.15",0.927904817
"5077","73","33.15",1.836704216
"5078","74","33.15",0.848224562
"5080","77","33.15",6.478179038
"5081","78","33.15",3.276441086
"5082","79","33.15",0.222253572
"5084","81","33.15",0.848669682
"5085","82","33.15",0.835273129
"5086","84","33.15",0.956556297
"5087","85","33.15",0.232909277
"5096","96","33.15",0.121027775
"5104","10.1","33.16",1.072728377
"5105","10.2-3","33.16",1.034895454
"5107","10.5","33.16",0.999987388
"5109","10.7","33.16",0.130759878
"5110","10.8","33.16",0.100854441
"5115","13","33.16",2.065496471
"5118","16","33.16",1.187261854
"5119","17","33.16",3.100118756
"5120","18","33.16",0.93111186
"5121","19","33.16",5.985999997
"5122","20A","33.16",0.922001245
"5123","20B","33.16",5.744509148
"5124","20C","33.16",0.992260419
"5125","20.3","33.16",1.905532195
"5129","22","33.16",5.436806461
"5130","23OTHER","33.16",0.784794791
"5131","23.5-6","33.16",0.121913938
"5132","24.1-3","33.16",9.468676593
"5133","24.4-5","33.16",34.33096519
"5134","25OTHER","33.16",98.18545254
"5136","26","33.16",24.76438213
"5137","27","33.16",5.681816577
"5138","28","33.16",14.6134108
"5139","29","33.16",1.784899505
"5141","30.3","33.16",23.24712113
"5143","31","33.16",1.05850988
"5144","32","33.16",3.919992764
"5146","33.16","33.16",1241.745521
"5147","33OTHER","33.16",53.43868118
"5148","35.1","33.16",15.83139213
"5149","35.2-3","33.16",6.083923742
"5150","36","33.16",1.061327875
"5151","37","33.16",0.924772885
"5152","38","33.16",2.078963314
"5154","41-43","33.16",18.36581287
"5155","45","33.16",2.689179775
"5156","46","33.16",39.91964067
"5158","49.1-2","33.16",0.901189651
"5159","49.3-5","33.16",5.345370009
"5162","52","33.16",4.627775563
"5163","53","33.16",1.939996161
"5165","56","33.16",1.065680691
"5166","58","33.16",1.875312937
"5168","61","33.16",2.011016247
"5169","62","33.16",45.81596152
"5170","63","33.16",1.896299258
"5171","64","33.16",58.40482102
"5172","65.1-3","33.16",1.917719522
"5173","66","33.16",2.78810667
"5174","68.1-2","33.16",2.826086261
"5176","69.1","33.16",3.693268273
"5177","69.2","33.16",7.366288178
"5178","70","33.16",2.034574286
"5179","71","33.16",50.76956441
"5180","72","33.16",2.783085982
"5181","73","33.16",2.194018885
"5182","74","33.16",1.8410398
"5184","77","33.16",5.14021036
"5185","78","33.16",3.066674668
"5186","79","33.16",3.665666352
"5188","81","33.16",0.9903994
"5189","82","33.16",1.904910312
"5190","84","33.16",2.889862579
"5191","85","33.16",1.923679847
"5198","94","33.16",0.918723801
"5200","96","33.16",0.916244718
"5201","1","33OTHER",0.46507421
"5204","5","33OTHER",0.465093358
"5206","8","33OTHER",1.795474731
"5208","10.1","33OTHER",6.209509817
"5209","10.2-3","33OTHER",3.606341698
"5211","10.5","33OTHER",1.919663525
"5212","10.6","33OTHER",0.266296307
"5213","10.7","33OTHER",1.198730904
"5214","10.8","33OTHER",2.062671466
"5215","10.9","33OTHER",0.100227969
"5219","13","33OTHER",2.171786748
"5221","15","33OTHER",0.180391418
"5222","16","33OTHER",11.76901144
"5223","17","33OTHER",28.53773289
"5224","18","33OTHER",4.350146194
"5225","19","33OTHER",25.07842746
"5226","20A","33OTHER",2.383907458
"5227","20B","33OTHER",20.65515847
"5228","20C","33OTHER",0.959450776
"5229","20.3","33OTHER",31.55881112
"5230","20.4","33OTHER",0.548941949
"5231","20.5","33OTHER",3.335367756
"5232","21","33OTHER",0.805241104
"5233","22","33OTHER",116.2735072
"5234","23OTHER","33OTHER",20.09017941
"5235","23.5-6","33OTHER",2.376611512
"5236","24.1-3","33OTHER",189.2756765
"5237","24.4-5","33OTHER",101.2339754
"5238","25OTHER","33OTHER",431.5205098
"5239","25.4","33OTHER",116.3514552
"5240","26","33OTHER",485.534474
"5241","27","33OTHER",266.2802762
"5242","28","33OTHER",198.2466409
"5243","29","33OTHER",133.4818948
"5245","30.3","33OTHER",2.366060539
"5246","30OTHER","33OTHER",27.27713847
"5247","31","33OTHER",6.086972582
"5248","32","33OTHER",143.0777847
"5249","33.15","33OTHER",0.432479707
"5250","33.16","33OTHER",12.31696575
"5251","33OTHER","33OTHER",319.6952342
"5252","35.1","33OTHER",102.5211326
"5253","35.2-3","33OTHER",73.00401043
"5254","36","33OTHER",4.596004613
"5255","37","33OTHER",2.183236736
"5256","38","33OTHER",3.457582165
"5258","41-43","33OTHER",44.69061106
"5259","45","33OTHER",164.1747606
"5260","46","33OTHER",494.7507822
"5262","49.1-2","33OTHER",1.853939704
"5263","49.3-5","33OTHER",52.21643042
"5264","50","33OTHER",3.273733164
"5265","51","33OTHER",0.343382182
"5266","52","33OTHER",22.64697243
"5267","53","33OTHER",6.446103771
"5268","55","33OTHER",0.21470141
"5269","56","33OTHER",13.32156647
"5270","58","33OTHER",11.53003884
"5272","61","33OTHER",25.12222633
"5273","62","33OTHER",64.18102378
"5274","63","33OTHER",6.518588087
"5275","64","33OTHER",204.0896263
"5276","65.1-3","33OTHER",9.528916806
"5277","66","33OTHER",9.535889692
"5278","68.1-2","33OTHER",15.77836511
"5280","69.1","33OTHER",16.55580021
"5281","69.2","33OTHER",25.13096282
"5282","70","33OTHER",20.52582674
"5283","71","33OTHER",62.47551002
"5284","72","33OTHER",14.43256063
"5285","73","33OTHER",33.20321298
"5286","74","33OTHER",10.10381653
"5288","77","33OTHER",66.0362144
"5289","78","33OTHER",618.8769461
"5290","79","33OTHER",21.51031871
"5292","81","33OTHER",11.71112007
"5293","82","33OTHER",17.48885806
"5294","84","33OTHER",13.41156424
"5295","85","33OTHER",14.94948509
"5296","86","33OTHER",2.113563376
"5297","87-88","33OTHER",0.789166483
